"Team" "Date" "" "Opponent" "Result" "Cmp" "Att" "Pct" "Yds" "TD" "Att" "Yds" "Avg" "TD" "Plays" "Yds" "Avg" "Pass" "Rush" "Pen" "Tot" "No." "Yds" "Fum" "Int" "Tot"
"278" "virginia" "2017-09-02" "" "William & Mary" "W (28-10)" 27 40 67.5 262 3 32 92 2.9 1 72 354 4.9 13 6 0 19 3 15 0 0 0
"378" "virginia" "2017-09-09" "" "Indiana" "L (17-34)" 39 66 59.1 259 1 25 55 2.2 1 91 314 3.5 11 7 4 22 5 26 0 0 0
"478" "virginia" "2017-09-16" "" "Connecticut" "W (38-18)" 30 40 75 455 3 31 171 5.5 2 71 626 8.8 18 9 0 27 9 109 0 1 1
"578" "virginia" "2017-09-22" "@" "Boise State" "W (42-23)" 19 29 65.5 273 3 40 167 4.2 3 69 440 6.4 13 8 0 21 3 23 0 0 0
"678" "virginia" "2017-10-07" "" "Duke" "W (28-21)" 24 43 55.8 182 3 38 128 3.4 0 81 310 3.8 8 8 5 21 7 67 0 2 2
"778" "virginia" "2017-10-14" "@" "North Carolina" "W (20-14)" 19 31 61.3 249 2 47 156 3.3 0 78 405 5.2 8 13 2 23 6 54 1 0 1
"878" "virginia" "2017-10-21" "" "Boston College" "L (10-41)" 19 42 45.2 152 0 26 95 3.7 1 68 247 3.6 9 7 3 19 1 15 0 3 3
"978" "virginia" "2017-10-28" "@" "Pittsburgh" "L (14-31)" 22 42 52.4 212 2 31 102 3.3 0 73 314 4.3 12 4 4 20 3 45 0 1 1
"1078" "virginia" "2017-11-04" "" "Georgia Tech" "W (40-36)" 21 43 48.8 260 3 25 97 3.9 0 68 357 5.3 11 3 1 15 4 25 1 1 2
"1178" "virginia" "2017-11-11" "@" "Louisville" "L (21-38)" 19 36 52.8 214 1 28 63 2.3 2 64 277 4.3 11 4 1 16 8 73 1 1 2
"1278" "virginia" "2017-11-18" "@" "Miami (FL)" "L (28-44)" 28 37 75.7 384 4 28 55 2 0 65 439 6.8 13 3 2 18 6 40 2 1 3
"1375" "virginia" "2017-11-24" "" "Virginia Tech" "L (0-10)" 17 34 50 186 0 20 5 0.3 0 54 191 3.5 7 2 0 9 4 50 1 0 1
"1460" "virginia" "2017-12-28" "@" "Navy*" "L (7-49)" 16 36 44.4 145 0 18 30 1.7 0 54 175 3.2 7 4 0 11 4 40 2 1 3
"279" "florida-international" "2017-08-31" "@" "Central Florida" "L (17-61)" 18 31 58.1 201 1 26 134 5.2 1 57 335 5.9 8 5 0 13 14 163 3 1 4
"379" "florida-international" "2017-09-08" "N" "Alcorn State" "W (17-10)" 21 33 63.6 328 0 40 137 3.4 2 73 465 6.4 15 9 2 26 5 30 1 0 1
"479" "florida-international" "2017-09-23" "@" "Rice" "W (13-7)" 17 28 60.7 172 1 33 99 3 0 61 271 4.4 10 7 1 18 5 57 0 1 1
"579" "florida-international" "2017-09-30" "" "UNC Charlotte" "W (30-29)" 15 27 55.6 241 2 41 234 5.7 2 68 475 7 10 10 0 20 5 42 0 1 1
"679" "florida-international" "2017-10-07" "@" "Middle Tennessee State" "L (17-37)" 22 34 64.7 221 1 36 85 2.4 1 70 306 4.4 10 8 3 21 4 45 1 1 2
"779" "florida-international" "2017-10-14" "" "Tulane" "W (23-10)" 17 31 54.8 220 1 44 218 5 1 75 438 5.8 11 11 1 23 11 105 0 2 2
"879" "florida-international" "2017-10-28" "@" "Marshall" "W (41-30)" 14 18 77.8 177 2 48 224 4.7 2 66 401 6.1 10 9 2 21 6 60 0 0 0
"979" "florida-international" "2017-11-04" "" "Texas-San Antonio" "W (14-7)" 18 25 72 215 2 37 100 2.7 0 62 315 5.1 11 6 1 18 6 75 2 1 3
"1079" "florida-international" "2017-11-11" "" "Old Dominion" "L (30-37)" 35 50 70 323 2 35 164 4.7 2 85 487 5.7 20 6 1 27 9 84 2 0 2
"1179" "florida-international" "2017-11-18" "@" "Florida Atlantic" "L (24-52)" 20 33 60.6 218 2 31 85 2.7 1 64 303 4.7 10 7 1 18 6 55 0 0 0
"1279" "florida-international" "2017-11-24" "" "Western Kentucky" "W (41-17)" 18 27 66.7 251 2 34 122 3.6 2 61 373 6.1 13 5 0 18 2 19 0 0 0
"1376" "florida-international" "2017-12-02" "" "Massachusetts" "W (63-45)" 20 25 80 295 3 49 379 7.7 6 74 674 9.1 12 11 3 26 5 50 1 1 2
"1461" "florida-international" "2017-12-21" "N" "Temple*" "L (3-28)" 17 34 50 169 0 40 88 2.2 0 74 257 3.5 11 5 4 20 6 59 1 2 3
"280" "oregon" "2017-09-02" "" "Southern Utah" "W (77-21)" 23 27 85.2 355 1 52 348 6.7 9 79 703 8.9 14 20 3 37 12 115 2 0 2
"380" "oregon" "2017-09-09" "" "Nebraska" "W (42-35)" 25 33 75.8 365 3 44 201 4.6 3 77 566 7.4 10 11 1 22 12 103 1 1 2
"480" "oregon" "2017-09-16" "@" "Wyoming" "W (49-13)" 18 30 60 251 1 65 307 4.7 6 95 558 5.9 12 18 2 32 4 40 2 1 3
"580" "oregon" "2017-09-23" "@" "Arizona State" "L (35-37)" 19 35 54.3 281 3 30 120 4 2 65 401 6.2 11 5 4 20 14 99 1 0 1
"680" "oregon" "2017-09-30" "" "California" "W (45-24)" 17 22 77.3 131 1 56 328 5.9 5 78 459 5.9 6 15 3 24 10 110 0 1 1
"780" "oregon" "2017-10-07" "" "Washington State" "L (10-33)" 15 27 55.6 145 1 45 132 2.9 0 72 277 3.8 5 6 2 13 10 95 1 2 3
"880" "oregon" "2017-10-14" "@" "Stanford" "L (7-49)" 5 13 38.5 33 0 43 276 6.4 1 56 309 5.5 3 9 0 12 9 101 1 2 3
"980" "oregon" "2017-10-21" "@" "UCLA" "L (14-31)" 8 15 53.3 74 0 62 246 4 2 77 320 4.2 5 14 5 24 3 15 1 1 2
"1080" "oregon" "2017-10-28" "" "Utah" "W (41-20)" 10 13 76.9 69 2 49 347 7.1 2 62 416 6.7 3 15 1 19 8 60 1 0 1
"1180" "oregon" "2017-11-04" "@" "Washington" "L (3-38)" 7 13 53.8 31 0 55 247 4.5 0 68 278 4.1 0 16 0 16 5 50 1 1 2
"1280" "oregon" "2017-11-18" "" "Arizona" "W (48-28)" 14 21 66.7 235 1 50 353 7.1 5 71 588 8.3 9 13 2 24 12 117 0 1 1
"1377" "oregon" "2017-11-25" "" "Oregon State" "W (69-10)" 16 26 61.5 266 3 49 311 6.3 5 75 577 7.7 8 17 3 28 12 138 0 0 0
"1462" "oregon" "2017-12-16" "N" "Boise State*" "L (28-38)" 26 36 72.2 233 2 28 47 1.7 0 64 280 4.4 10 3 1 14 10 95 2 2 4
"281" "western-michigan" "2017-09-02" "@" "Southern California" "L (31-49)" 12 23 52.2 94 1 48 263 5.5 2 71 357 5 5 15 4 24 6 34 0 1 1
"381" "western-michigan" "2017-09-09" "@" "Michigan State" "L (14-28)" 12 27 44.4 79 0 36 116 3.2 0 63 195 3.1 4 7 0 11 3 20 0 1 1
"481" "western-michigan" "2017-09-16" "" "Idaho" "W (37-28)" 21 31 67.7 212 1 42 135 3.2 3 73 347 4.8 10 10 0 20 6 70 1 0 1
"581" "western-michigan" "2017-09-23" "" "Wagner" "W (49-14)" 11 12 91.7 165 3 51 362 7.1 4 63 527 8.4 6 16 1 23 10 92 2 0 2
"681" "western-michigan" "2017-09-30" "" "Ball State" "W (55-3)" 15 21 71.4 245 3 43 169 3.9 3 64 414 6.5 12 9 0 21 5 50 0 0 0
"781" "western-michigan" "2017-10-07" "@" "Buffalo" "W (71-68)" 24 31 77.4 269 6 68 376 5.5 4 99 645 6.5 13 20 0 33 10 95 0 2 2
"881" "western-michigan" "2017-10-15" "" "Akron" "L (13-14)" 17 29 58.6 182 1 53 244 4.6 0 82 426 5.2 7 17 2 26 6 62 0 1 1
"981" "western-michigan" "2017-10-21" "@" "Eastern Michigan" "W (20-17)" 18 27 66.7 202 1 42 220 5.2 1 69 422 6.1 12 10 3 25 6 47 2 0 2
"1081" "western-michigan" "2017-11-01" "" "Central Michigan" "L (28-35)" 6 18 33.3 42 0 54 315 5.8 4 72 357 5 2 14 1 17 6 54 3 1 4
"1181" "western-michigan" "2017-11-08" "" "Kent State" "W (48-20)" 8 19 42.1 97 0 50 292 5.8 3 69 389 5.6 7 9 2 18 3 29 1 0 1
"1281" "western-michigan" "2017-11-15" "@" "Northern Illinois" "L (31-35)" 15 27 55.6 211 2 44 110 2.5 2 71 321 4.5 7 9 1 17 3 35 1 0 1
"1378" "western-michigan" "2017-11-24" "@" "Toledo" "L (10-37)" 13 29 44.8 180 1 31 95 3.1 0 60 275 4.6 9 5 1 15 4 53 0 2 2
"282" "tennessee" "2017-09-04" "N" "Georgia Tech" "W (42-41)" 20 37 54.1 221 2 22 148 6.7 4 59 369 6.3 10 6 2 18 2 20 0 0 0
"382" "tennessee" "2017-09-09" "" "Indiana State" "W (42-7)" 17 30 56.7 235 3 37 160 4.3 2 67 395 5.9 11 11 2 24 6 53 1 1 2
"482" "tennessee" "2017-09-16" "@" "Florida" "L (20-26)" 21 39 53.8 259 1 33 183 5.5 1 72 442 6.1 12 9 2 23 7 54 0 3 3
"582" "tennessee" "2017-09-23" "" "Massachusetts" "W (17-13)" 19 32 59.4 184 1 39 135 3.5 1 71 319 4.5 9 8 1 18 5 51 1 0 1
"682" "tennessee" "2017-09-30" "" "Georgia" "L (0-41)" 11 23 47.8 80 0 29 62 2.1 0 52 142 2.7 2 3 2 7 5 26 2 2 4
"782" "tennessee" "2017-10-14" "" "South Carolina" "L (9-15)" 11 19 57.9 133 0 39 120 3.1 0 58 253 4.4 6 6 4 16 7 40 0 0 0
"882" "tennessee" "2017-10-21" "@" "Alabama" "L (7-45)" 9 16 56.3 44 0 30 64 2.1 0 46 108 2.3 2 3 2 7 9 81 0 1 1
"982" "tennessee" "2017-10-28" "@" "Kentucky" "L (26-29)" 18 23 78.3 242 0 55 203 3.7 2 78 445 5.7 12 13 2 27 9 54 0 0 0
"1082" "tennessee" "2017-11-04" "" "Southern Mississippi" "W (24-10)" 10 21 47.6 115 0 38 95 2.5 3 59 210 3.6 7 3 4 14 3 29 0 0 0
"1182" "tennessee" "2017-11-11" "@" "Missouri" "L (17-50)" 16 32 50 139 1 36 146 4.1 0 68 285 4.2 6 10 0 16 4 36 2 2 4
"1282" "tennessee" "2017-11-18" "" "Louisiana State" "L (10-30)" 14 25 56 249 1 33 44 1.3 0 58 293 5.1 9 2 1 12 5 26 2 0 2
"1379" "tennessee" "2017-11-25" "" "Vanderbilt" "L (24-42)" 14 22 63.6 183 2 21 55 2.6 1 43 238 5.5 9 3 3 15 5 27 0 1 1
"283" "tulane" "2017-09-02" "" "Grambling State" "W (43-14)" 10 15 66.7 185 3 51 296 5.8 3 66 481 7.3 9 15 2 26 8 75 0 0 0
"383" "tulane" "2017-09-09" "@" "Navy" "L (21-23)" 8 13 61.5 71 0 46 191 4.2 2 59 262 4.4 1 10 0 11 7 41 0 0 0
"483" "tulane" "2017-09-16" "@" "Oklahoma" "L (14-56)" 6 12 50 54 0 62 237 3.8 2 74 291 3.9 3 16 1 20 2 20 1 1 2
"583" "tulane" "2017-09-23" "" "Army" "W (21-17)" 10 22 45.5 103 0 30 253 8.4 3 52 356 6.8 5 8 2 15 6 59 0 0 0
"683" "tulane" "2017-10-07" "" "Tulsa" "W (62-28)" 9 13 69.2 165 1 70 488 7 8 83 653 7.9 7 22 2 31 6 60 0 0 0
"783" "tulane" "2017-10-14" "@" "Florida International" "L (10-23)" 5 16 31.3 36 0 40 203 5.1 1 56 239 4.3 1 14 3 18 1 15 1 1 2
"883" "tulane" "2017-10-21" "" "South Florida" "L (28-34)" 9 19 47.4 221 2 47 194 4.1 2 66 415 6.3 8 12 3 23 12 137 0 1 1
"983" "tulane" "2017-10-27" "@" "Memphis" "L (26-56)" 15 31 48.4 203 3 52 122 2.3 1 83 325 3.9 6 11 1 18 4 27 1 0 1
"1083" "tulane" "2017-11-04" "" "Cincinnati" "L (16-17)" 17 24 70.8 196 0 35 132 3.8 1 59 328 5.6 8 5 3 16 6 39 0 0 0
"1183" "tulane" "2017-11-11" "@" "East Carolina" "W (31-24)" 12 20 60 121 0 52 325 6.3 4 72 446 6.2 5 17 0 22 8 70 1 2 3
"1283" "tulane" "2017-11-18" "" "Houston" "W (20-17)" 17 25 68 251 1 47 166 3.5 1 72 417 5.8 12 11 0 23 5 42 0 1 1
"1380" "tulane" "2017-11-25" "@" "Southern Methodist" "L (38-41)" 18 31 58.1 314 2 43 171 4 3 74 485 6.6 13 12 2 27 5 40 1 0 1
"284" "oklahoma-state" "2017-08-31" "" "Tulsa" "W (59-24)" 21 26 80.8 308 3 37 332 9 4 63 640 10.2 8 15 2 25 5 51 2 0 2
"384" "oklahoma-state" "2017-09-08" "@" "South Alabama" "W (44-7)" 26 41 63.4 342 3 37 163 4.4 1 78 505 6.5 19 8 2 29 4 25 0 0 0
"484" "oklahoma-state" "2017-09-16" "@" "Pittsburgh" "W (59-21)" 26 37 70.3 572 5 32 131 4.1 2 69 703 10.2 19 7 1 27 4 30 1 1 2
"584" "oklahoma-state" "2017-09-23" "" "Texas Christian" "L (31-44)" 22 42 52.4 398 2 31 101 3.3 2 73 499 6.8 17 8 1 26 8 77 1 3 4
"684" "oklahoma-state" "2017-09-30" "@" "Texas Tech" "W (41-34)" 27 38 71.1 376 3 44 221 5 2 82 597 7.3 20 9 3 32 8 78 0 1 1
"784" "oklahoma-state" "2017-10-14" "" "Baylor" "W (59-16)" 20 33 60.6 471 3 38 276 7.3 5 71 747 10.5 15 12 2 29 5 40 2 0 2
"884" "oklahoma-state" "2017-10-21" "@" "Texas" "W (13-10)" 25 38 65.8 282 0 51 146 2.9 1 89 428 4.8 12 10 4 26 2 20 1 0 1
"984" "oklahoma-state" "2017-10-28" "@" "West Virginia" "W (50-39)" 20 34 58.8 216 3 56 246 4.4 4 90 462 5.1 12 14 1 27 6 56 3 1 4
"1084" "oklahoma-state" "2017-11-04" "" "Oklahoma" "L (52-62)" 28 54 51.9 448 5 34 213 6.3 2 88 661 7.5 17 10 5 32 5 40 1 2 3
"1184" "oklahoma-state" "2017-11-11" "@" "Iowa State" "W (49-42)" 25 31 80.6 376 3 37 146 3.9 3 68 522 7.7 15 7 1 23 9 105 0 0 0
"1284" "oklahoma-state" "2017-11-18" "" "Kansas State" "L (40-45)" 32 53 60.4 425 3 31 85 2.7 2 84 510 6.1 23 4 3 30 2 20 0 2 2
"1381" "oklahoma-state" "2017-11-25" "" "Kansas" "W (58-17)" 32 44 72.7 494 2 42 167 4 5 86 661 7.7 20 7 2 29 4 30 0 0 0
"1463" "oklahoma-state" "2017-12-28" "N" "Virginia Tech*" "W (30-21)" 21 32 65.6 351 2 31 141 4.5 1 63 492 7.8 16 7 1 24 4 20 0 0 0
"285" "new-mexico-state" "2017-08-31" "@" "Arizona State" "L (31-37)" 40 58 69 398 3 30 151 5 2 88 549 6.2 18 9 0 27 6 59 0 2 2
"385" "new-mexico-state" "2017-09-09" "@" "New Mexico" "W (30-28)" 34 57 59.6 401 4 25 104 4.2 0 82 505 6.2 17 5 1 23 10 82 1 1 2
"485" "new-mexico-state" "2017-09-16" "" "Troy" "L (24-27)" 32 45 71.1 331 3 16 75 4.7 0 61 406 6.7 14 4 0 18 6 66 0 0 0
"585" "new-mexico-state" "2017-09-23" "" "Texas-El Paso" "W (41-14)" 26 43 60.5 283 2 27 183 6.8 3 70 466 6.7 12 7 2 21 11 103 1 1 2
"685" "new-mexico-state" "2017-09-30" "@" "Arkansas" "L (24-42)" 23 38 60.5 344 2 14 11 0.8 1 52 355 6.8 15 2 1 18 6 29 1 1 2
"785" "new-mexico-state" "2017-10-07" "@" "Appalachian State" "L (31-45)" 27 50 54 356 2 42 176 4.2 2 92 532 5.8 13 13 2 28 10 57 0 6 6
"885" "new-mexico-state" "2017-10-14" "@" "Georgia Southern" "W (35-27)" 32 52 61.5 399 4 26 92 3.5 1 78 491 6.3 16 5 4 25 2 15 0 2 2
"985" "new-mexico-state" "2017-10-28" "" "Arkansas State" "L (21-37)" 20 40 50 221 1 32 35 1.1 2 72 256 3.6 7 4 2 13 4 39 0 2 2
"1085" "new-mexico-state" "2017-11-04" "@" "Texas State" "W (45-35)" 31 49 63.3 503 4 33 119 3.6 2 82 622 7.6 19 6 1 26 8 55 2 0 2
"1185" "new-mexico-state" "2017-11-18" "@" "Louisiana" "L (34-47)" 32 44 72.7 313 1 19 89 4.7 2 63 402 6.4 17 6 3 26 6 49 0 3 3
"1285" "new-mexico-state" "2017-11-25" "" "Idaho" "W (17-10)" 31 49 63.3 231 0 37 172 4.6 2 86 403 4.7 11 12 0 23 6 60 1 1 2
"1382" "new-mexico-state" "2017-12-02" "" "South Alabama" "W (22-17)" 40 61 65.6 451 2 23 40 1.7 0 84 491 5.8 23 3 0 26 9 55 0 1 1
"1464" "new-mexico-state" "2017-12-29" "N" "Utah State*" "W (26-20)" 29 54 53.7 191 1 29 184 6.3 1 83 375 4.5 9 6 1 16 4 45 1 2 3
"286" "texas-am" "2017-09-03" "@" "UCLA" "L (44-45)" 9 30 30 89 0 63 382 6.1 5 93 471 5.1 5 15 3 23 5 39 0 0 0
"386" "texas-am" "2017-09-09" "" "Nicholls State" "W (24-14)" 24 36 66.7 198 1 47 195 4.1 2 83 393 4.7 11 13 3 27 4 45 0 0 0
"486" "texas-am" "2017-09-16" "" "Louisiana" "W (45-21)" 21 34 61.8 301 3 40 179 4.5 2 74 480 6.5 14 12 1 27 3 17 1 1 2
"586" "texas-am" "2017-09-23" "N" "Arkansas" "W (50-43)" 14 27 51.9 216 2 42 285 6.8 3 69 501 7.3 7 11 2 20 6 36 0 1 1
"686" "texas-am" "2017-09-30" "" "South Carolina" "W (24-17)" 19 27 70.4 159 0 49 237 4.8 3 76 396 5.2 8 12 0 20 5 47 1 0 1
"786" "texas-am" "2017-10-07" "" "Alabama" "L (19-27)" 19 29 65.5 237 1 40 71 1.8 1 69 308 4.5 9 4 3 16 6 45 2 1 3
"886" "texas-am" "2017-10-14" "@" "Florida" "W (19-17)" 8 24 33.3 180 0 38 83 2.2 1 62 263 4.2 5 5 0 10 7 46 0 1 1
"986" "texas-am" "2017-10-28" "" "Mississippi State" "L (14-35)" 16 41 39 189 1 28 96 3.4 1 69 285 4.1 7 6 2 15 4 30 0 3 3
"1086" "texas-am" "2017-11-04" "" "Auburn" "L (27-42)" 16 33 48.5 200 2 34 143 4.2 1 67 343 5.1 8 4 1 13 2 20 0 0 0
"1186" "texas-am" "2017-11-11" "" "New Mexico" "W (55-14)" 30 43 69.8 499 5 23 63 2.7 2 66 562 8.5 20 4 1 25 6 69 0 0 0
"1286" "texas-am" "2017-11-18" "@" "Mississippi" "W (31-24)" 19 32 59.4 272 1 44 119 2.7 2 76 391 5.1 11 2 5 18 7 65 0 1 1
"1383" "texas-am" "2017-11-25" "@" "Louisiana State" "L (21-45)" 16 30 53.3 227 2 27 55 2 1 57 282 4.9 10 2 2 14 5 54 1 3 4
"1465" "texas-am" "2017-12-29" "N" "Wake Forest*" "L (52-55)" 42 63 66.7 499 4 31 115 3.7 2 94 614 6.5 24 6 2 32 7 75 2 1 3
"287" "north-carolina" "2017-09-02" "" "California" "L (30-35)" 25 44 56.8 221 1 45 219 4.9 3 89 440 4.9 16 10 2 28 7 50 1 2 3
"387" "north-carolina" "2017-09-09" "" "Louisville" "L (35-47)" 29 38 76.3 384 3 23 17 0.7 1 61 401 6.6 18 0 2 20 5 50 0 0 0
"487" "north-carolina" "2017-09-16" "@" "Old Dominion" "W (53-23)" 16 26 61.5 259 1 50 252 5 6 76 511 6.7 9 14 2 25 9 110 1 0 1
"587" "north-carolina" "2017-09-23" "" "Duke" "L (17-27)" 17 32 53.1 259 1 33 118 3.6 1 65 377 5.8 10 5 0 15 6 65 0 1 1
"687" "north-carolina" "2017-09-30" "@" "Georgia Tech" "L (7-33)" 18 32 56.3 141 0 26 106 4.1 1 58 247 4.3 7 4 0 11 6 60 0 2 2
"787" "north-carolina" "2017-10-07" "" "Notre Dame" "L (10-33)" 19 42 45.2 179 1 28 86 3.1 0 70 265 3.8 6 6 1 13 10 104 2 1 3
"887" "north-carolina" "2017-10-14" "" "Virginia" "L (14-20)" 7 18 38.9 46 0 35 211 6 2 53 257 4.8 4 7 1 12 6 52 0 3 3
"987" "north-carolina" "2017-10-21" "@" "Virginia Tech" "L (7-59)" 8 22 36.4 118 1 42 54 1.3 0 64 172 2.7 5 5 1 11 14 100 1 2 3
"1087" "north-carolina" "2017-10-28" "" "Miami (FL)" "L (19-24)" 20 46 43.5 252 2 46 176 3.8 0 92 428 4.7 12 12 3 27 7 56 1 3 4
"1187" "north-carolina" "2017-11-09" "@" "Pittsburgh" "W (34-31)" 21 32 65.6 270 3 32 96 3 0 64 366 5.7 15 5 1 21 7 65 0 0 0
"1287" "north-carolina" "2017-11-18" "" "Western Carolina" "W (65-10)" 20 30 66.7 298 5 43 313 7.3 3 73 611 8.4 13 17 1 31 4 33 0 0 0
"1384" "north-carolina" "2017-11-25" "@" "North Carolina State" "L (21-33)" 21 45 46.7 277 3 24 83 3.5 0 69 360 5.2 14 4 4 22 12 127 0 2 2
"288" "vanderbilt" "2017-09-02" "@" "Middle Tennessee State" "W (28-6)" 20 28 71.4 296 3 35 76 2.2 1 63 372 5.9 10 5 0 15 6 69 0 0 0
"388" "vanderbilt" "2017-09-09" "" "Alabama A&M" "W (42-0)" 19 26 73.1 227 4 35 174 5 2 61 401 6.6 10 8 0 18 4 40 0 0 0
"488" "vanderbilt" "2017-09-16" "" "Kansas State" "W (14-7)" 14 23 60.9 205 1 32 65 2 1 55 270 4.9 9 2 0 11 5 50 1 0 1
"588" "vanderbilt" "2017-09-23" "" "Alabama" "L (0-59)" 7 22 31.8 38 0 16 40 2.5 0 38 78 2.1 1 1 1 3 5 20 1 1 2
"688" "vanderbilt" "2017-09-30" "@" "Florida" "L (24-38)" 18 40 45 264 3 20 46 2.3 0 60 310 5.2 13 3 1 17 4 38 0 0 0
"788" "vanderbilt" "2017-10-07" "" "Georgia" "L (14-45)" 17 31 54.8 172 1 22 64 2.9 1 53 236 4.5 8 3 0 11 5 25 0 0 0
"888" "vanderbilt" "2017-10-14" "@" "Mississippi" "L (35-57)" 18 37 48.6 229 3 37 188 5.1 2 74 417 5.6 13 7 1 21 6 52 1 1 2
"988" "vanderbilt" "2017-10-28" "@" "South Carolina" "L (27-34)" 27 49 55.1 333 4 23 107 4.7 0 72 440 6.1 15 8 4 27 10 100 0 1 1
"1088" "vanderbilt" "2017-11-04" "" "Western Kentucky" "W (31-17)" 14 21 66.7 220 2 35 174 5 2 56 394 7 12 7 0 19 6 54 1 0 1
"1188" "vanderbilt" "2017-11-11" "" "Kentucky" "L (21-44)" 30 43 69.8 308 1 20 60 3 2 63 368 5.8 15 3 3 21 4 48 0 4 4
"1288" "vanderbilt" "2017-11-18" "" "Missouri" "L (17-45)" 28 52 53.8 348 1 30 51 1.7 1 82 399 4.9 16 5 4 25 6 45 0 3 3
"1385" "vanderbilt" "2017-11-25" "@" "Tennessee" "W (42-24)" 20 31 64.5 283 4 43 246 5.7 2 74 529 7.1 16 15 2 33 8 60 0 0 0
"289" "illinois" "2017-09-02" "" "Ball State" "W (24-21)" 10 19 52.6 145 1 30 71 2.4 2 49 216 4.4 8 5 1 14 3 30 0 1 1
"389" "illinois" "2017-09-09" "" "Western Kentucky" "W (20-7)" 14 25 56 107 0 50 193 3.9 1 75 300 4 5 12 2 19 9 95 0 1 1
"489" "illinois" "2017-09-15" "@" "South Florida" "L (23-47)" 20 40 50 287 1 15 67 4.5 2 55 354 6.4 8 3 4 15 15 138 0 3 3
"589" "illinois" "2017-09-29" "" "Nebraska" "L (6-28)" 10 16 62.5 106 0 37 93 2.5 0 53 199 3.8 7 6 2 15 5 49 0 1 1
"689" "illinois" "2017-10-07" "@" "Iowa" "L (16-45)" 22 45 48.9 246 0 30 200 6.7 1 75 446 5.9 9 10 1 20 5 50 1 3 4
"789" "illinois" "2017-10-14" "" "Rutgers" "L (24-35)" 20 38 52.6 308 2 29 86 3 1 67 394 5.9 13 4 1 18 8 68 1 2 3
"889" "illinois" "2017-10-21" "@" "Minnesota" "L (17-24)" 20 27 74.1 161 1 36 121 3.4 1 63 282 4.5 8 7 0 15 5 45 1 1 2
"989" "illinois" "2017-10-28" "" "Wisconsin" "L (10-24)" 9 31 29 152 0 33 134 4.1 1 64 286 4.5 6 8 3 17 5 40 1 2 3
"1089" "illinois" "2017-11-04" "@" "Purdue" "L (10-29)" 12 27 44.4 170 1 35 80 2.3 0 62 250 4 4 8 3 15 9 66 0 1 1
"1189" "illinois" "2017-11-11" "" "Indiana" "L (14-24)" 13 26 50 261 2 30 33 1.1 0 56 294 5.3 8 1 1 10 8 73 1 2 3
"1289" "illinois" "2017-11-18" "@" "Ohio State" "L (14-52)" 4 14 28.6 16 0 28 89 3.2 1 42 105 2.5 1 3 1 5 7 55 1 0 1
"1386" "illinois" "2017-11-25" "" "Northwestern" "L (7-42)" 14 31 45.2 139 0 33 100 3 1 64 239 3.7 6 5 0 11 6 59 1 2 3
"290" "west-virginia" "2017-09-03" "N" "Virginia Tech" "L (24-31)" 31 54 57.4 371 3 35 221 6.3 0 89 592 6.7 17 12 0 29 9 81 0 1 1
"390" "west-virginia" "2017-09-09" "" "East Carolina" "W (56-20)" 24 34 70.6 403 5 47 211 4.5 3 81 614 7.6 15 13 3 31 4 55 0 0 0
"490" "west-virginia" "2017-09-16" "" "Delaware State" "W (59-16)" 24 34 70.6 334 4 35 204 5.8 4 69 538 7.8 10 11 2 23 6 60 2 1 3
"590" "west-virginia" "2017-09-23" "@" "Kansas" "W (56-34)" 25 39 64.1 347 2 43 288 6.7 5 82 635 7.7 15 14 2 31 4 42 0 1 1
"690" "west-virginia" "2017-10-07" "@" "Texas Christian" "L (24-31)" 25 45 55.6 366 3 39 142 3.6 0 84 508 6 15 9 4 28 2 25 1 1 2
"790" "west-virginia" "2017-10-14" "" "Texas Tech" "W (46-35)" 32 41 78 352 5 29 44 1.5 1 70 396 5.7 16 5 7 28 9 93 0 1 1
"890" "west-virginia" "2017-10-21" "@" "Baylor" "W (38-36)" 26 37 70.3 375 5 29 118 4.1 0 66 493 7.5 15 7 1 23 11 134 0 0 0
"990" "west-virginia" "2017-10-28" "" "Oklahoma State" "L (39-50)" 20 42 47.6 285 2 30 62 2.1 1 72 347 4.8 10 6 3 19 6 41 1 4 5
"1090" "west-virginia" "2017-11-04" "" "Iowa State" "W (20-16)" 20 25 80 316 2 47 208 4.4 0 72 524 7.3 12 11 0 23 8 85 0 1 1
"1190" "west-virginia" "2017-11-11" "@" "Kansas State" "W (28-23)" 27 46 58.7 372 4 26 120 4.6 0 72 492 6.8 13 7 0 20 3 21 2 2 4
"1290" "west-virginia" "2017-11-18" "" "Texas" "L (14-28)" 20 34 58.8 239 1 29 56 1.9 0 63 295 4.7 12 3 2 17 6 49 2 0 2
"1387" "west-virginia" "2017-11-25" "@" "Oklahoma" "L (31-59)" 10 20 50 137 0 51 250 4.9 4 71 387 5.5 4 14 6 24 6 39 2 0 2
"1466" "west-virginia" "2017-12-26" "N" "Utah*" "L (14-30)" 10 30 33.3 124 1 21 29 1.4 0 51 153 3 5 1 0 6 5 51 2 2 4
"291" "old-dominion" "2017-09-02" "" "" "W (31-17)" 18 26 69.2 187 1 31 98 3.2 3 57 285 5 7 5 3 15 3 30 1 2 3
"391" "old-dominion" "2017-09-09" "@" "Massachusetts" "W (17-7)" 13 29 44.8 169 1 48 197 4.1 1 77 366 4.8 8 9 2 19 5 32 0 0 0
